id;id_line;plant;shop;date_of_validation;validation_result;visual_inspection;oem_checklist;cable_certification_for_relevant_cabling;number_of_profinet_devices;number_of_devices;additional_checks_for_frame_errors;number_of_scp;max_traffic_load_on_the_network;max_traffic_load_on_the_network_percent;max_profinet_traffic_load_on_the_network;max_profinet_traffic_load_on_the_network_percent;plc_count;rings_count
383;380;J;BODY;T003;PASS;;;Yes - Pass;106;106;YES;1;20.1479;10.07395;19.49051;9.745255;1;1
384;381;J;BODY;T003;PASS;;;Yes - Pass;143;143;YES;1;29.59595;14.797975;28.95059;14.475295;1;1
385;382;J;BODY;T004;PASS;;;Yes - Pass;156;156;YES;1;33.4053;16.70265;32.98177;16.490885;1;1
386;383;J;BODY;T004;PASS;;;Yes - Pass;135;135;YES;1;29.47136;14.73568;29.16973;14.584865;1;1
387;384;J;BODY;T004;PASS;;;Yes - Pass;127;127;YES;1;25.76712;12.88356;25.41603;12.708015;1;1
388;385;J;BODY;T004;PASS;;;Yes - Pass;76;76;YES;1;15.84022;7.92011;15.58826;7.79413;1;1
389;386;J;BODY;T004;PASS;;;Yes - Pass;37;37;YES;1;13.01199;6.505995;12.89895;6.449475;1;1
390;387;J;BODY;T004;PASS;;;Yes - Pass;37;37;YES;1;12.99639;6.498195;12.89922;6.44961;1;1
391;388;J;BODY;T004;PASS;;;Yes - Pass;114;114;YES;1;23.01214;11.50607;21.90482;10.95241;1;0
392;389;O;ASSEMBLY;T006;PASS;;;Yes - Pass;16;16;;1;6.825;3.4125;6.682;3.341;1;0
393;390;O;ASSEMBLY;T006;PASS;;;Yes - Pass;70;70;;1;37.637;18.8185;35.755;17.8775;1;1
394;391;O;ASSEMBLY;T006;PASS;;;Yes - Pass;60;60;;1;31.332;15.666;29.51;14.755;1;1
395;392;O;ASSEMBLY;T006;PASS;;;Yes - Pass;9;9;;1;3.252;1.626;3.163;1.5815;1;0
396;393;O;ASSEMBLY;T006;PASS;;;Yes - Pass;132;132;;2;52.479;26.2395;52.038;26.019;2;1
397;394;O;ASSEMBLY;T006;PASS;;;Yes - Pass;60;60;;1;24.111;12.0555;23.829;11.9145;1;1
398;395;O;ASSEMBLY;T006;PASS;;;Yes - Pass;14;14;;1;5.931;2.9655;5.441;2.7205;1;1
400;397;O;ASSEMBLY;T006;PASS;;;Yes - Pass;34;34;;1;13.109;6.5545;12.842;6.421;1;1
401;398;O;ASSEMBLY;T006;PASS;;;Yes - Pass;45;45;;1;21.166;10.583;20.517;10.2585;1;1
402;399;O;ASSEMBLY;T006;PASS;;;Yes - Pass;55;55;;1;8.3;4.15;7.746;3.873;1;1
403;400;O;ASSEMBLY;T006;PASS;;;Yes - Pass;83;83;;2;18.598;9.299;17.957;8.9785;1;1
404;401;O;ASSEMBLY;T006;PASS;;;Yes - Pass;68;68;;1;11.806;5.903;11.294;5.647;1;1
405;402;O;ASSEMBLY;T006;PASS;;;Yes - Pass;73;73;;1;12.54;6.27;12.082;6.041;1;1
406;403;O;ASSEMBLY;T006;PASS;;;Yes - Pass;195;195;;1;37.494;18.747;35.759;17.8795;1;1
407;404;O;ASSEMBLY;T006;PASS;;;Yes - Pass;43;44;;1;14.868;7.434;14.356;7.178;1;1
408;405;O;ASSEMBLY;T006;PASS;;;Yes - Pass;11;11;;1;3.127;1.5635;3.141;1.5705;1;1
409;406;O;ASSEMBLY;T006;PASS;;;Yes - Pass;24;24;;1;10.731;5.3655;10.565;5.2825;1;1
415;412;O;ASSEMBLY;T006;PASS;;;Yes - Pass;15;15;;1;6.721;3.3605;6.601;3.3005;1;0
416;413;O;ASSEMBLY;T006;PASS;;;Yes - Pass;29;29;;1;13.352;6.676;13.201;6.6005;1;0
417;414;O;ASSEMBLY;T006;PASS;;;Yes - Pass;10;10;;1;3.749;1.8745;3.613;1.8065;1;0
418;415;O;ASSEMBLY;T006;PASS;;;Yes - Pass;24;24;;1;11.809;5.9045;11.709;5.8545;1;1
419;416;O;ASSEMBLY;T006;PASS;;;Yes - Pass;8;8;;1;1.944;0.972;1.725;0.8625;1;0
420;417;O;ASSEMBLY;T006;PASS;;;Yes - Pass;8;8;;1;3.581;1.7905;3.205;1.6025;1;0
421;418;O;ASSEMBLY;T006;PASS;;;Yes - Pass;8;8;;1;2.617;1.3085;2.538;1.269;1;0
422;419;O;ASSEMBLY;T006;PASS;;;Yes - Pass;8;8;;1;3.249;1.6245;3.209;1.6045;1;0
423;420;O;ASSEMBLY;T006;PASS;;;Yes - Pass;7;7;;1;2.765;1.3825;2.649;1.3245;1;0
424;421;O;ASSEMBLY;T006;PASS;;;Yes - Pass;7;7;;1;3.175;1.5875;3.121;1.5605;1;0
425;422;O;ASSEMBLY;T006;PASS;;;Yes - Pass;7;7;;1;2.71;1.355;2.609;1.3045;1;0
426;423;O;ASSEMBLY;T006;PASS;;;Yes - Pass;13;14;;1;6.353;3.1765;6.263;3.1315;1;0
427;424;O;ASSEMBLY;T006;PASS;;;Yes - Pass;7;7;;1;3.51;1.755;3.393;1.6965;1;0
428;425;O;ASSEMBLY;T006;PASS;;;Yes - Pass;10;10;;1;4.929;2.4645;4.833;2.4165;1;0
429;426;O;ASSEMBLY;T006;PASS;;;Yes - Pass;10;10;;1;0;0;0;0;1;0
430;427;O;ASSEMBLY;T006;PASS;;;Yes - Pass;7;7;;1;2.582;1.291;2.533;1.2665;1;0
431;428;O;ASSEMBLY;T006;PASS;;;Yes - Pass;7;7;;1;0;0;0;0;1;0
432;429;N;BODY;T006;PASS;;;Yes - Pass;32;32;;1;12.393;6.1965;12.298;6.149;1;1
433;430;N;BODY;T006;PASS;;;Yes - Pass;293;293;;4;48.993;24.4965;48.917;24.4585;4;2
434;431;N;BODY;T006;PASS;;;Yes - Pass;133;140;;2;34.187;17.0935;33.485;16.7425;2;1
435;432;N;BODY;T006;PASS;;;Yes - Pass;73;73;;1;34.211;17.1055;33.978;16.989;1;1
436;433;N;BODY;T006;PASS;;;Yes - Pass;81;81;;2;23.047;11.5235;22.912;11.456;2;1
437;434;N;BODY;T006;PASS;;;Yes - Pass;74;74;;1;34.048;17.024;33.971;16.9855;1;1
438;435;N;BODY;T006;PASS;;;Yes - Pass;16;16;;1;7.537;3.7685;7.478;3.739;1;0
439;436;N;BODY;T006;PASS;;;Yes - Pass;55;55;;1;26.965;13.4825;26.417;13.2085;1;1
440;437;N;BODY;T006;PASS;;;Yes - Pass;125;140;;3;42.23;21.115;41.948;20.974;3;1
441;438;N;BODY;T006;PASS;;;Yes - Pass;120;131;;2;44.379;22.1895;43.999;21.9995;2;1
442;439;N;BODY;T006;PASS;;;Yes - Pass;78;78;;1;35.56;17.78;35.499;17.7495;1;1
443;440;N;BODY;T006;PASS;;;Yes - Pass;49;49;;1;20.338;10.169;20.302;10.151;1;1
444;441;N;BODY;T006;PASS;;;Yes - Pass;150;150;;1;59.057;29.5285;58.239;29.1195;1;1
445;442;N;BODY;T006;PASS;;;Yes - Pass;42;42;;1;18.847;9.4235;18.752;9.376;1;1
446;443;N;BODY;T006;PASS;;;Yes - Pass;46;46;;1;18.184;9.092;17.834;8.917;1;1
447;444;N;BODY;T006;PASS;;;Yes - Pass;371;371;;2;74.2;37.1;72.538;36.269;2;1
448;445;F;ASSEMBLY;T002;PASS;;;PASS;35;36;N.A.;1;12.672;6.336;12.584;6.292;1;1
449;446;F;ASSEMBLY;T002;PASS;;;PASS;74;76;N.A.;1;27.241;13.6205;26.994;13.497;1;1
450;447;F;ASSEMBLY;T002;PASS;;;PASS;35;36;YES - PASS;1;11.015;5.5075;10.928;5.464;1;1
451;448;F;ASSEMBLY;T002;PASS;;;PASS;39;40;YES - PASS;1;17.445;8.7225;17.04;8.52;1;1
452;449;F;ASSEMBLY;T002;PASS;;;PASS;20;20;YES - PASS;1;7.312;3.656;7.259;3.6295;1;1
453;450;F;ASSEMBLY;T002;PASS;;;PASS;10;10;YES - PASS;1;3.799;1.8995;3.777;1.8885;1;0
454;451;F;ASSEMBLY;T002;PASS;;;PASS;16;16;YES - PASS;1;6.41;3.205;6.368;3.184;1;0
455;452;F;ASSEMBLY;T002;PASS;;;PASS;14;15;N.A.;1;5.895;2.9475;5.843;2.9215;1;1
456;453;F;ASSEMBLY;T002;PASS;;;PASS;10;10;YES - PASS;1;3.792;1.896;3.777;1.8885;1;0
457;454;F;ASSEMBLY;T002;PASS;;;PASS;11;11;N.A.;1;2.975;1.4875;2.898;1.449;1;1
458;455;F;ASSEMBLY;T002;PASS;;;PASS;16;16;N.A.;1;4.468;2.234;4.378;2.189;1;1
459;456;F;ASSEMBLY;T002;PASS;;;N.A.;9;9;N.A.;1;2.686;1.343;2.655;1.3275;1;0
460;457;F;ASSEMBLY;T002;PASS;;;N.A.;9;8;N.A.;1;2.107;1.0535;2.074;1.037;1;0
461;458;F;ASSEMBLY;T002;PASS;;;N.A.;7;7;N.A.;1;1.844;0.922;1.813;0.9065;1;0
462;459;F;ASSEMBLY;T002;PASS;;;N.A.;9;9;N.A.;1;2.687;1.3435;2.655;1.3275;1;0
463;460;F;ASSEMBLY;T002;PASS;;;N.A.;7;8;N.A.;1;2.076;1.038;2.043;1.0215;1;0
464;461;F;ASSEMBLY;T002;PASS;;;N.A.;9;9;N.A.;1;3.036;1.518;3.001;1.5005;1;0
465;462;F;ASSEMBLY;T002;PASS;;;N.A.;7;8;N.A.;1;2.348;1.174;2.313;1.1565;1;0
466;463;F;ASSEMBLY;T002;PASS;;;N.A.;8;8;N.A.;1;2.213;1.1065;2.185;1.0925;1;0
467;464;F;ASSEMBLY;T002;PASS;;;N.A.;7;8;N.A.;1;2.045;1.0225;2.025;1.0125;1;0
468;465;F;ASSEMBLY;T002;PASS;;;PASS;14;13;N.A.;1;5.322;2.661;5.289;2.6445;1;1
469;466;F;ASSEMBLY;T002;PASS;;;N.A.;5;6;N.A.;1;1.225;0.6125;1.209;0.6045;1;0
470;467;F;ASSEMBLY;T002;PASS;;;N.A.;7;8;N.A.;1;1.755;0.8775;1.732;0.866;1;0
471;468;F;ASSEMBLY;T002;PASS;;;N.A.;5;6;N.A.;1;0.882;0.441;0.849;0.4245;1;0
472;469;F;ASSEMBLY;T002;PASS;;;N.A.;4;5;N.A.;1;0.762;0.381;0.745;0.3725;1;0
473;470;F;ASSEMBLY;T002;PASS;;;PASS;14;16;YES - PASS;1;6.078;3.039;6.058;3.029;1;0
474;471;F;ASSEMBLY;T002;PASS;;;N.A.;10;10;N.A.;1;3.305;1.6525;3.289;1.6445;1;0
475;472;G;BODY;T002;PASS;;;PASS;144;160;YES - PASS;1;29.238;14.619;28.843;14.4215;2;1
476;473;G;BODY;T002;PASS;;;PASS;242;299;YES - PASS;2;29.514;14.757;29.257;14.6285;4;1
477;474;G;BODY;T002;PASS;;;PASS;65;72;YES - PASS;1;27.182;13.591;26.86;13.43;1;1
479;476;G;BODY;T002;PASS;;;PASS;20;22;YES - PASS;1;8.349;4.1745;8.052;4.026;1;1
480;477;G;BODY;T002;PASS;;;PASS;43;43;YES - PASS;1;17.944;8.972;17.552;8.776;1;1
481;478;G;BODY;T002;PASS;;;PASS;73;84;YES - PASS;1;16.113;8.0565;15.856;7.928;2;1
482;479;G;BODY;T002;PASS;;;PASS;74;86;YES - PASS;1;17.023;8.5115;16.842;8.421;2;1
483;480;G;BODY;T002;PASS;;;PASS;95;104;YES - PASS;1;38.709;19.3545;38.186;19.093;2;1
487;484;G;BODY;T002;PASS;;;PASS;45;48;YES - PASS;1;21.078;10.539;20.905;10.4525;1;1
489;486;G;BODY;T002;PASS;;;PASS;20;22;YES - PASS;1;8.646;4.323;8.471;4.2355;1;1
490;487;G;BODY;T002;PASS;;;PASS;70;70;YES - PASS;1;14.862;7.431;14.611;7.3055;1;1
491;488;B;ASSEMBLY;T001;PASS;;;PASS;15;;YES - PASS;1;3.438;1.719;3.383;1.6915;1;1
492;489;B;ASSEMBLY;T001;PASS;;;PASS;92;;YES - PASS;1;21.444;10.722;21.324;10.662;1;1
493;490;B;ASSEMBLY;T001;PASS;;;PASS;33;;YES - PASS;1;8.038;4.019;7.92;3.96;1;1
494;491;B;ASSEMBLY;T001;PASS;;;PASS;64;;YES - PASS;3;18.871;9.4355;18.642;9.321;3;1
495;492;B;ASSEMBLY;T001;PASS;;;PASS;89;;YES - PASS;1;26.179;13.0895;25.849;12.9245;1;1
496;493;B;ASSEMBLY;T001;PASS;;;PASS;82;;YES - PASS;2;26.13;13.065;25.8;12.9;2;1
497;494;B;ASSEMBLY;T001;PASS;;;PASS;16;;YES - PASS;1;3.987;1.9935;3.924;1.962;1;1
498;495;B;ASSEMBLY;T001;PASS;;;PASS;27;;YES - PASS;1;3.132;1.566;3.072;1.536;1;1
499;496;B;ASSEMBLY;T001;PASS;;;PASS;16;;YES - PASS;1;10.621;5.3105;10.126;5.063;1;1
500;497;B;ASSEMBLY;T001;PASS;;;PASS;36;;YES - PASS;1;3.317;1.6585;3.177;1.5885;1;1
501;498;B;ASSEMBLY;T001;PASS;;;PASS;109;;YES - PASS;1;41.918;20.959;41.813;20.9065;1;1
502;499;B;ASSEMBLY;T001;PASS;;;PASS;231;;YES - PASS;1;67.306;33.653;67.159;33.5795;1;1
503;500;B;ASSEMBLY;T001;PASS;;;PASS;34;;YES - PASS;1;10.125;5.0625;10.013;5.0065;1;1
504;501;B;ASSEMBLY;T001;PASS;;;PASS;52;;YES - PASS;1;27.143;13.5715;26.9;13.45;1;1
505;502;B;ASSEMBLY;T001;PASS;;;PASS;33;;YES - PASS;1;8.738;4.369;8.695;4.3475;1;1
506;503;B;ASSEMBLY;T001;PASS;;;PASS;16;;YES - PASS;1;3.852;1.926;3.824;1.912;1;1
507;504;B;ASSEMBLY;T001;PASS;;;PASS;72;;YES - PASS;1;9.533;4.7665;9.383;4.6915;1;1
508;505;B;ASSEMBLY;T001;PASS;;;PASS;34;;YES - PASS;1;10.235;5.1175;10.17;5.085;1;1
509;506;B;ASSEMBLY;T001;PASS;;;PASS;41;;YES - PASS;1;5.01;2.505;4.947;2.4735;1;1
510;507;B;ASSEMBLY;T001;PASS;;;PASS;196;;YES - PASS;1;10.889;5.4445;10.468;5.234;1;1
511;508;B;ASSEMBLY;T001;PASS;;;PASS;16;;NO - PASS;1;7.645;3.8225;7.629;3.8145;1;0
512;509;B;ASSEMBLY;T001;PASS;;;PASS;11;;NO - PASS;1;4.889;2.4445;4.869;2.4345;1;0
513;510;B;ASSEMBLY;T001;PASS;;;PASS;11;;NO - PASS;1;4.886;2.443;4.868;2.434;1;0
514;511;B;ASSEMBLY;T001;PASS;;;PASS;34;;YES - PASS;1;15.683;7.8415;15.652;7.826;1;1
515;512;B;ASSEMBLY;T001;PASS;;;PASS;19;;NO - PASS;1;6.746;3.373;6.629;3.3145;1;1
516;513;B;ASSEMBLY;T001;PASS;;;PASS;19;;YES - PASS;1;7.119;3.5595;7.03;3.515;1;1
517;514;B;ASSEMBLY;T001;PASS;;;PASS;19;;YES - PASS;1;7.051;3.5255;7.03;3.515;1;1
518;515;B;ASSEMBLY;T001;PASS;;;PASS;4;;NO - PASS;1;0.653;0.3265;0.632;0.316;1;0
519;516;B;ASSEMBLY;T001;PASS;;;PASS;8;;NO - PASS;1;2.76;1.38;2.757;1.3785;1;0
520;517;B;ASSEMBLY;T001;PASS;;;PASS;8;;NO - PASS;1;2.121;1.0605;2.105;1.0525;1;0
521;518;B;ASSEMBLY;T001;PASS;;;PASS;4;;NO - PASS;1;0.577;0.2885;0.553;0.2765;1;0
522;519;B;ASSEMBLY;T001;PASS;;;PASS;7;;NO - PASS;1;1.686;0.843;1.669;0.8345;1;0
523;520;B;ASSEMBLY;T001;PASS;;;PASS;4;;NO - PASS;1;0.879;0.4395;0.865;0.4325;1;0
524;521;B;ASSEMBLY;T001;PASS;;;PASS;4;;NO - PASS;1;0.556;0.278;0.548;0.274;1;0
525;522;B;ASSEMBLY;T001;PASS;;;PASS;4;;NO - PASS;1;0.589;0.2945;0.581;0.2905;1;0
526;523;A;BODY;T001;PASS;;;PASS;73;;YES - PASS;1;16.985;8.4925;16.598;8.299;2;2
527;524;A;BODY;T001;PASS;;;PASS;104;;YES - PASS;1;25.648;12.824;25.276;12.638;2;2
528;525;A;BODY;T001;PASS;;;PASS;76;;YES - PASS;1;18.241;9.1205;17.841;8.9205;2;2
529;526;A;BODY;T001;PASS;;;PASS;93;;YES - PASS;1;34.605;17.3025;34.257;17.1285;1;1
530;527;A;BODY;T001;PASS;;;PASS;52;;NO;1;21.31;10.655;21.124;10.562;1;1
531;528;A;BODY;T001;PASS;;;PASS;47;;NO;1;20.913;10.4565;20.692;10.346;1;1
532;529;A;BODY;T001;PASS;;;PASS;45;;YES - PASS;1;18.856;9.428;18.484;9.242;1;1
533;530;A;BODY;T001;PASS;;;PASS;35;;NO;1;14.227;7.1135;13.872;6.936;1;1
534;531;A;BODY;T001;PASS;;;PASS;35;;YES - PASS;1;14.286;7.143;13.872;6.936;1;1
535;532;A;BODY;T001;PASS;;;PASS;46;;YES - PASS;1;18.914;9.457;18.577;9.2885;1;1
536;533;A;BODY;T001;PASS;;;PASS;197;;YES - PASS;2;43.49;21.745;42.935;21.4675;3;1
537;534;A;BODY;T001;PASS;;;PASS;23;;NO;1;8.96;4.48;8.72;4.36;1;1
538;535;A;BODY;T001;PASS;;;PASS;61;;YES - PASS;1;26.091;13.0455;25.736;12.868;1;1
539;536;A;BODY;T001;PASS;;;PASS;67;;YES - PASS;1;29.169;14.5845;28.81;14.405;1;1
540;537;A;BODY;T001;PASS;;;PASS;36;;YES - PASS;1;8.909;4.4545;8.763;4.3815;1;1
541;538;A;BODY;T001;PASS;;;PASS;47;;NO;1;11.996;5.998;11.761;5.8805;1;1
542;539;A;BODY;T001;PASS;;;PASS;68;;NO;1;17.138;8.569;16.825;8.4125;1;1
543;540;A;BODY;T001;PASS;;;PASS;22;;YES - PASS;1;6.502;3.251;6.442;3.221;1;1
544;541;A;BODY;T001;PASS;;;PASS;21;;YES - PASS;1;6.515;3.2575;6.463;3.2315;1;1
545;542;A;BODY;T001;PASS;;;PASS;72;;YES - PASS;1;24.976;12.488;24.652;12.326;1;1
546;543;A;BODY;T001;PASS;;;PASS;317;;YES - PASS;1;21.558;10.779;20.293;10.1465;16;1
547;544;A;BODY;T001;PASS;;;PASS;140;;YES - PASS;1;43.129;21.5645;42.013;21.0065;1;1
548;545;A;BODY;T001;PASS;;;PASS;73;;YES - PASS;1;31.215;15.6075;30.785;15.3925;2;1
549;546;A;BODY;T001;PASS;;;PASS;69;;YES - PASS;1;29.166;14.583;28.736;14.368;2;1
550;547;A;BODY;T001;PASS;;;PASS;56;;YES - PASS;1;26.384;13.192;26.191;13.0955;1;1
551;548;A;BODY;T001;PASS;;;PASS;44;;YES - PASS;1;19.385;9.6925;19.033;9.5165;1;1
552;549;A;BODY;T001;PASS;;;PASS;336;;YES - PASS;1;30.167;15.0835;28.956;14.478;14;1
553;550;A;BODY;T001;PASS;;;PASS;222;;YES - PASS;1;14.368;7.184;13.018;6.509;16;1
554;551;A;BODY;T001;PASS;;;PASS;104;;YES - PASS;1;28.912;14.456;27.984;13.992;2;1
555;552;A;BODY;T001;PASS;;;PASS;30;;YES - PASS;1;12.647;6.3235;12.165;6.0825;1;1
556;553;A;BODY;T001;PASS;;;PASS;223;;YES - PASS;1;14.822;7.411;13.64;6.82;16;1
557;554;A;BODY;T001;PASS;;;PASS;128;;YES - PASS;1;39.053;19.5265;38.03;19.015;1;1
558;555;A;BODY;T001;PASS;;;PASS;274;;YES - PASS;1;20.817;10.4085;19.514;9.757;14;1
559;556;A;BODY;T001;PASS;;;PASS;274;;YES - PASS;1;18.137;9.0685;16.954;8.477;15;1
560;557;A;BODY;T001;PASS;;;PASS;106;;YES - PASS;1;26.446;13.223;26.096;13.048;2;2
561;558;A;BODY;T001;PASS;;;PASS;106;;YES - PASS;1;26.058;13.029;25.721;12.8605;2;2
562;559;A;BODY;T001;PASS;;;PASS;106;;YES - PASS;1;26.452;13.226;26.096;13.048;2;2
563;560;A;BODY;T001;PASS;;;PASS;108;;YES - PASS;1;27.066;13.533;26.745;13.3725;2;2
564;561;A;BODY;T001;PASS;;;PASS;195;;NO;3;33.363;16.6815;33.012;16.506;3;1
565;562;A;BODY;T001;PASS;;;PASS;227;;YES - PASS;3;35.09;17.545;34.748;17.374;3;1
566;563;A;BODY;T001;PASS;;;PASS;40;;YES - PASS;1;17.483;8.7415;17.035;8.5175;1;1
567;564;A;BODY;T001;PASS;;;PASS;35;;YES - PASS;1;15.349;7.6745;15.153;7.5765;1;1
568;565;A;BODY;T001;PASS;;;PASS;201;;YES - PASS;2;28.371;14.1855;28.189;14.0945;4;1
569;566;A;BODY;T001;PASS;;;PASS;75;;YES - PASS;1;18.859;9.4295;18.401;9.2005;2;1
570;567;A;BODY;T001;PASS;;;PASS;43;;NO;1;18.917;9.4585;18.548;9.274;1;1
571;568;A;BODY;T001;PASS;;;PASS;231;;YES - PASS;2;57.46;28.73;56.777;28.3885;4;2
572;569;A;BODY;T001;PASS;;;PASS;49;;YES - PASS;1;22.28;11.14;21.86;10.93;1;1
573;570;D;ASSEMBLY;T002;PASS;;;PASS;15;16;N.A.;1;3.545;1.7725;3.496;1.748;1;1
574;571;D;ASSEMBLY;T002;PASS;;;PASS;181;184;YES-PASS;1;68.417;34.2085;68.179;34.0895;1;1
575;572;D;ASSEMBLY;T002;PASS;;;PASSFiber Optic;160;160;YES-PASS;1;52.502;26.251;52.16;26.08;1;1
576;573;D;ASSEMBLY;T002;PASS;;;PASS;248;248;YES-PASS;2;44.393;22.1965;44.246;22.123;2;2
577;574;D;ASSEMBLY;T002;PASS;;;PASSFiber Optic;111;111;YES-PASS;1;34.392;17.196;34.248;17.124;1;1
578;575;D;ASSEMBLY;T002;PASS;;;PASSFiber Optic;97;97;YES-PASS;1;27.154;13.577;27.031;13.5155;1;1
579;576;D;ASSEMBLY;T002;PASS;;;PASS;57;57;YES-PASS;1;14.908;7.454;14.491;7.2455;1;1
580;577;D;ASSEMBLY;T002;PASS;;;PASS;156;156;YES-PASS;1;40.046;20.023;39.85;19.925;1;1
581;578;D;ASSEMBLY;T002;PASS;;;N.A.;8;8;N.A.;1;2.638;1.319;2.627;1.3135;1;0
582;579;D;ASSEMBLY;T002;PASS;;;N.A.;6;6;N.A.;1;2.099;1.0495;2.075;1.0375;1;0
583;580;D;ASSEMBLY;T002;PASS;;;N.A.;4;5;N.A.;1;0.931;0.4655;0.852;0.426;1;0
584;581;D;ASSEMBLY;T002;PASS;;;PASS;69;74;YES-PASS;1;29.037;14.5185;28.584;14.292;1;1
585;582;D;ASSEMBLY;T002;PASS;;;PASS;73;75;N.A.;1;27.46;13.73;27.081;13.5405;1;1
586;583;D;ASSEMBLY;T002;PASS;;;PASS;70;71;YES-PASS;1;34.644;17.322;34.433;17.2165;1;1
587;584;D;ASSEMBLY;T002;PASS;;;N.A.;6;6;N.A.;1;1.518;0.759;1.464;0.732;1;0
588;585;D;ASSEMBLY;T002;PASS;;;PASS;104;104;YES-PASS;1;13.388;6.694;13.186;6.593;1;1
589;586;D;ASSEMBLY;T002;PASS;;;PASS;182;185;YES-PASS;1;13.963;6.9815;13.418;6.709;1;1
590;587;D;ASSEMBLY;T002;PASS;;;PASS;77;80;YES-PASS;1;22.766;11.383;21.895;10.9475;1;1
591;588;D;ASSEMBLY;T002;PASS;;;N.A.;7;8;N.A.;1;2.176;1.088;2.149;1.0745;1;0
592;589;D;ASSEMBLY;T002;PASS;;;PASS;18;19;N.A;1;1.608;0.804;1.534;0.767;1;1
593;590;D;ASSEMBLY;T002;PASS;;;PASS;92;90;YES-PASS;1;8.233;4.1165;7.997;3.9985;1;1
594;591;D;ASSEMBLY;T002;PASS;;;N.A.;15;13;N.A.;1;5.645;2.8225;5.629;2.8145;1;0
595;592;D;ASSEMBLY;T002;PASS;;;PASS;25;25;YES-PASS;1;9.057;4.5285;8.754;4.377;1;1
596;593;D;ASSEMBLY;T002;PASS;;;PASS;36;42;YES-PASS;1;14.402;7.201;14.297;7.1485;1;1
597;594;D;ASSEMBLY;T002;PASS;;;PASS;58;59;YES-PASS;1;18.845;9.4225;18.745;9.3725;1;1
598;595;D;ASSEMBLY;T002;PASS;;;PASS;35;39;N.A.;1;16.575;8.2875;16.53;8.265;1;1
599;596;D;ASSEMBLY;T002;PASS;;;PASS;20;20;N.A.;1;6.646;3.323;6.628;3.314;1;1
600;597;D;ASSEMBLY;T002;PASS;;;PASS;20;20;N.A.;1;6.657;3.3285;6.628;3.314;1;1
602;599;D;ASSEMBLY;T002;PASS;;;N.A.;5;4;N.A.;1;0.652;0.326;0.632;0.316;1;0
603;600;D;ASSEMBLY;T002;PASS;;;N.A.;8;8;N.A.;1;2.939;1.4695;2.917;1.4585;1;0
604;601;D;ASSEMBLY;T002;PASS;;;N.A.;10;10;N.A.;1;3.2;1.6;3.192;1.596;1;0
605;602;D;ASSEMBLY;T002;PASS;;;N.A.;6;6;N.A.;1;1.052;0.526;1.032;0.516;1;0
606;603;D;ASSEMBLY;T002;PASS;;;N.A.;6;6;N.A.;1;1.767;0.8835;1.75;0.875;1;0
607;604;D;ASSEMBLY;T002;PASS;;;N.A.;4;4;N.A.;1;0.867;0.4335;0.853;0.4265;1;0
608;605;D;ASSEMBLY;T002;PASS;;;N.A.;6;6;N.A.;1;1.811;0.9055;1.801;0.9005;1;0
609;606;D;ASSEMBLY;T002;PASS;;;N.A.;10;10;N.A.;1;3.093;1.5465;3.069;1.5345;1;0
610;607;D;ASSEMBLY;T002;PASS;;;N.A.;10;10;N.A.;1;3.09;1.545;3.069;1.5345;1;0
611;608;D;ASSEMBLY;T002;PASS;;;N.A.;4;4;N.A.;1;0.573;0.2865;0.572;0.286;1;0
612;609;D;ASSEMBLY;T002;PASS;;;N.A.;16;17;N.A.;1;7.667;3.8335;7.649;3.8245;1;0
613;610;D;ASSEMBLY;T002;PASS;;;N.A.;11;13;N.A.;1;4.887;2.4435;4.868;2.434;1;0
614;611;D;ASSEMBLY;T002;PASS;;;N.A.;10;12;YES-PASS;1;3.829;1.9145;3.813;1.9065;1;0
615;612;C;BODY;T002;PASS;;;PASS;38;45;N.A.;1;15.728;7.864;15.417;7.7085;1;1
616;613;C;BODY;T002;PASS;;;N.A.;7;;N.A.;1;2.065;1.0325;2.065;1.0325;1;0
617;614;C;BODY;T002;PASS;;;PASS;59;66;N.A.;1;24.911;12.4555;24.27;12.135;1;1
618;615;C;BODY;T002;PASS;;;PASS;87;99;N.A.;1;10.677;5.3385;10.265;5.1325;1;1
619;616;C;BODY;T002;PASS;;;N.A.;41;50;N.A.;1;6.693;3.3465;6.665;3.3325;1;0
620;617;C;BODY;T002;PASS;;;PASS;41;50;N.A.;1;11.318;5.659;10.784;5.392;1;1
621;618;C;BODY;T002;PASS;;;PASS;75;101;N.A.;1;30.859;15.4295;30.414;15.207;2;1
622;619;C;BODY;T002;PASS;;;PASS;87;99;YES - PASS;1;24.978;12.489;24.801;12.4005;1;1
623;620;C;BODY;T002;PASS;;;PASS;64;86;YES - PASS;1;26.019;13.0095;25.551;12.7755;2;1
624;621;C;BODY;T002;PASS;;;N.A.;7;8;N.A.;1;2.084;1.042;2.084;1.042;1;0
625;622;C;BODY;T002;PASS;;;PASS;37;48;YES - PASS;1;15.539;7.7695;15.401;7.7005;1;1
626;623;C;BODY;T002;PASS;;;N.A.;14;15;N.A.;1;0;0;0;0;1;0
627;624;C;BODY;T002;PASS;;;N.A.;14;15;N.A.;1;6.18;3.09;6.18;3.09;1;0
628;625;C;BODY;T002;PASS;;;N.A.;5;6;N.A.;1;1.06;0.53;1.06;0.53;1;0
629;626;C;BODY;T002;PASS;;;N.A.;10;12;N.A.;1;4.132;2.066;4.132;2.066;1;0
